	15336.CRC.5.Plasma	15336.CRC.1.Plasma	15336.HCC.5.Plasma	15336.HCC.6.Plasma	15336.CRC.3.Plasma	15336.CRC.2.Plasma	15336.HCC.2.Plasma	15336.HCC.12.Plasma	15336.HCC.4.Plasma	15336.HCC.7.Plasma	15336.HCC.8.Plasma	15336.CRC.6.Plasma	15336.HCC.3.Plasma	15336.HCC.11.Plasma	15336.CRC.8.Plasma	15336.CRC.7.Plasma	15336.CRC.11.Plasma	15336.CRC.10.Plasma	15336.HCC.15.Plasma	15336.HCC.9.Plasma	15336.HCC.10.Plasma	15336.HCC.13.Plasma	15336.CRC.4.Plasma	15336.CRC.9.Plasma	15336.HCC.1.Plasma
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas delhiensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Oryzisolibacter;s__Oryzisolibacter propanilivorax	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sihuiensis	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	6.0	6.0	0.0	0.0	3.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter kyonggiensis	5.0	14.0	6.0	9.0	4.0	2.0	5.0	1.0	7.0	3.0	2.0	22.0	2.0	0.0	0.0	4.0	0.0	2.0	2.0	3.0	13.0	5.0	1.0	9.0	1.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__Acidovorax soli	1.0	5.0	1.0	10.0	1.0	1.0	0.0	0.0	2.0	4.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Giesbergeria;s__Giesbergeria anulus	36.0	229.0	103.0	436.0	74.0	64.0	70.0	8.0	238.0	61.0	54.0	145.0	38.0	34.0	39.0	47.0	23.0	30.0	13.0	31.0	70.0	20.0	15.0	97.0	39.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__Acidovorax wautersii	4.0	4.0	10.0	47.0	6.0	11.0	1.0	0.0	27.0	18.0	11.0	15.0	0.0	0.0	0.0	4.0	0.0	5.0	2.0	4.0	15.0	0.0	12.0	3.0	2.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Sinobacteraceae;g__Fontimonas;s__Fontimonas thermophila	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Trichococcus;s__Trichococcus flocculiformis	2.0	10.0	10.0	33.0	5.0	9.0	8.0	5.0	30.0	9.0	8.0	7.0	4.0	0.0	4.0	6.0	2.0	1.0	7.0	7.0	6.0	3.0	2.0	7.0	6.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Rugamonas;s__Rugamonas rubra	0.0	4.0	1.0	28.0	6.0	3.0	2.0	0.0	16.0	1.0	0.0	3.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas rubra	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas retroflexus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Kaistella chaponensis	2.0	9.0	2.0	22.0	5.0	5.0	2.0	0.0	8.0	0.0	2.0	2.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	2.0	2.0	2.0	2.0	4.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter pasteurii	3.0	3.0	4.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	8.0	0.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Plantibacter;s__Plantibacter cousiniae	0.0	4.0	11.0	9.0	5.0	4.0	1.0	0.0	7.0	6.0	3.0	11.0	2.0	5.0	0.0	2.0	0.0	1.0	4.0	0.0	1.0	2.0	0.0	1.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__;g__Gemmiger;s__Gemmiger formicilis	2.0	0.0	0.0	7.0	0.0	2.0	14.0	0.0	12.0	4.0	3.0	4.0	0.0	6.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	3.0	0.0
d__Archaea;p__Thaumarchaeota;c__;o__;f__;g__Candidatus Nitrosotalea;s__Candidatus Nitrosotalea bavarica	0.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Agreia;s__Agreia pratensis	0.0	2.0	0.0	23.0	0.0	3.0	0.0	0.0	2.0	3.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	6.0	0.0	0.0	1.0	0.0
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium hibernum	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas alcaligenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Sarcina;s__Sarcina ventriculi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas bubulae	0.0	0.0	1.0	1.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	10.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus vestibularis	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium segmentosum	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	7.0	15.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	1.0	4.0
d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__Acidovorax facilis	0.0	4.0	4.0	4.0	4.0	4.0	2.0	0.0	6.0	1.0	1.0	4.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium salmonis	1.0	2.0	8.0	9.0	2.0	2.0	1.0	0.0	5.0	1.0	8.0	6.0	3.0	0.0	1.0	5.0	2.0	4.0	0.0	0.0	15.0	1.0	0.0	4.0	3.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas paracarnis	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	4.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter fulvigenes	0.0	7.0	2.0	6.0	3.0	0.0	7.0	0.0	9.0	5.0	4.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	4.0	2.0	0.0	5.0	4.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter maritimus	0.0	9.0	3.0	0.0	0.0	9.0	4.0	0.0	3.0	0.0	1.0	5.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	7.0	3.0	2.0	0.0	1.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter pulmonis	2.0	21.0	10.0	11.0	4.0	8.0	10.0	0.0	6.0	8.0	1.0	31.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	3.0	7.0	0.0	6.0	1.0
